"","Date","Bus_ridership","School","Day_of_week","PRCP","SNOW","TMAX","TMIN","TAVG","Month","Year"
"570",2023-03-24,1420346,1,"Friday",0.01,0,57,41,50,"3",2023
"571",2023-03-25,784068,0,"Saturday",0.1,0,45,39,43,"3",2023
"572",2023-03-26,724870,0,"Sunday",0,0,62,43,50,"3",2023
"573",2023-03-27,1426226,1,"Monday",0.16,0,57,39,49,"3",2023
"574",2023-03-28,1490842,1,"Tuesday",0.02,0,52,39,45,"3",2023
"575",2023-03-29,1521968,1,"Wednesday",0,0,51,36,44,"3",2023
"576",2023-03-30,1486845,1,"Thursday",0.02,0,46,31,39,"3",2023
"577",2023-03-31,1423686,1,"Friday",0,0,53,29,41,"3",2023
"578",2023-04-01,842213,0,"Saturday",0.22,0,61,49,52,"4",2023
"579",2023-04-02,716880,0,"Sunday",0,0,52,37,49,"4",2023
"580",2023-04-03,1475017,1,"Monday",0,0,53,33,44,"4",2023
"581",2023-04-04,1519740,1,"Tuesday",0,0,64,43,52,"4",2023
"582",2023-04-05,1432322,1,"Wednesday",0,0,54,48,51,"4",2023
"583",2023-04-06,1264311,0,"Thursday",0.02,0,74,48,55,"4",2023
"584",2023-04-07,1150222,0,"Friday",0,0,58,43,56,"4",2023
"585",2023-04-08,882727,0,"Saturday",0,0,51,38,44,"4",2023
"586",2023-04-09,654259,0,"Sunday",0,0,51,38,44,"4",2023
"587",2023-04-10,1236634,0,"Monday",0,0,58,38,46,"4",2023
"588",2023-04-11,1316710,0,"Tuesday",0,0,73,45,56,"4",2023
"589",2023-04-12,1311418,0,"Wednesday",0,0,84,56,68,"4",2023
"590",2023-04-13,1311906,0,"Thursday",0,0,85,53,69,"4",2023
"591",2023-04-14,1294357,0,"Friday",0,0,82,55,68,"4",2023
"592",2023-04-15,890050,0,"Saturday",0.02,0,65,54,59,"4",2023
"593",2023-04-16,728462,0,"Sunday",0,0,66,52,59,"4",2023
"594",2023-04-17,1438043,1,"Monday",0.01,0,67,53,57,"4",2023
"595",2023-04-18,1526133,1,"Tuesday",0,0,58,45,55,"4",2023
"596",2023-04-19,1530452,1,"Wednesday",0,0,64,43,51,"4",2023
"597",2023-04-20,1520258,1,"Thursday",0,0,59,43,50,"4",2023
"598",2023-04-21,1310737,0,"Friday",0,0,66,47,54,"4",2023
"599",2023-04-22,893014,0,"Saturday",1.02,0,65,53,57,"4",2023
"600",2023-04-23,673668,0,"Sunday",1.26,0,69,51,59,"4",2023
"601",2023-04-24,1466762,1,"Monday",0,0,59,44,53,"4",2023
"602",2023-04-25,1529162,1,"Tuesday",0,0,58,45,52,"4",2023
"603",2023-04-26,1531476,1,"Wednesday",0,0,56,42,50,"4",2023
"604",2023-04-27,1506783,1,"Thursday",0,0,57,48,52,"4",2023
"605",2023-04-28,1424078,1,"Friday",0.37,0,54,46,50,"4",2023
"606",2023-04-29,715608,0,"Saturday",1.75,0,52,48,50,"4",2023
"607",2023-04-30,578075,0,"Sunday",1.36,0,59,50,54,"4",2023
"608",2023-05-01,1465598,1,"Monday",0.03,0,62,49,56,"5",2023
"609",2023-05-02,1498566,1,"Tuesday",0.1,0,57,46,52,"5",2023
"610",2023-05-03,1533714,1,"Wednesday",0.01,0,56,47,51,"5",2023
"611",2023-05-04,1497427,1,"Thursday",0.16,0,56,47,50,"5",2023
"612",2023-05-05,1450598,1,"Friday",0,0,61,44,52,"5",2023
"613",2023-05-06,934630,0,"Saturday",0,0,72,48,58,"5",2023
"614",2023-05-07,705419,0,"Sunday",0,0,73,53,61,"5",2023
"615",2023-05-08,1460932,1,"Monday",0,0,78,57,66,"5",2023
"616",2023-05-09,1524892,1,"Tuesday",0,0,63,50,60,"5",2023
"617",2023-05-10,1528140,1,"Wednesday",0,0,66,44,55,"5",2023
"618",2023-05-11,1535264,1,"Thursday",0,0,75,51,62,"5",2023
"619",2023-05-12,1436385,1,"Friday",0,0,83,56,68,"5",2023
"620",2023-05-13,918257,0,"Saturday",0,0,80,64,71,"5",2023
"621",2023-05-14,690606,0,"Sunday",0,0,69,56,65,"5",2023
"622",2023-05-15,1440741,1,"Monday",0,0,72,51,62,"5",2023
"623",2023-05-16,1519397,1,"Tuesday",0,0,78,56,67,"5",2023
"624",2023-05-17,1518546,1,"Wednesday",0,0,68,49,64,"5",2023
"625",2023-05-18,1492657,1,"Thursday",0,0,57,42,52,"5",2023
"626",2023-05-19,1431269,1,"Friday",0,0,66,51,57,"5",2023
"627",2023-05-20,760830,0,"Saturday",1.65,0,63,57,60,"5",2023
"628",2023-05-21,727850,0,"Sunday",0,0,72,56,63,"5",2023
"629",2023-05-22,1446015,1,"Monday",0,0,74,54,65,"5",2023
"630",2023-05-23,1500973,1,"Tuesday",0,0,65,52,58,"5",2023
"631",2023-05-24,1499943,1,"Wednesday",0.01,0,69,49,58,"5",2023
"632",2023-05-25,1459601,1,"Thursday",0,0,68,49,59,"5",2023
"633",2023-05-26,1370252,1,"Friday",0,0,73,51,62,"5",2023
"634",2023-05-27,848442,0,"Saturday",0,0,73,50,63,"5",2023
"635",2023-05-28,707787,0,"Sunday",0,0,71,55,63,"5",2023
"636",2023-05-29,758893,0,"Monday",0,0,75,56,65,"5",2023
"637",2023-05-30,1438285,1,"Tuesday",0,0,66,50,59,"5",2023
"638",2023-05-31,1480801,1,"Wednesday",0,0,70,48,58,"5",2023
"639",2023-06-01,1457503,1,"Thursday",0,0,76,57,66,"6",2023
"640",2023-06-02,1399462,1,"Friday",0.02,0,79,60,68,"6",2023
"641",2023-06-03,899212,0,"Saturday",0,0,70,54,65,"6",2023
"642",2023-06-04,714218,0,"Sunday",0,0,70,49,58,"6",2023
"643",2023-06-05,1432156,1,"Monday",0,0,77,50,63,"6",2023
"644",2023-06-06,1474317,1,"Tuesday",0.03,0,77,59,67,"6",2023
"645",2023-06-07,1390834,1,"Wednesday",0,0,72,56,65,"6",2023
"646",2023-06-08,1216291,0,"Thursday",0,0,71,51,62,"6",2023
"647",2023-06-09,1256670,0,"Friday",0.06,0,72,58,64,"6",2023
"648",2023-06-10,892936,0,"Saturday",0.03,0,80,56,65,"6",2023
"649",2023-06-11,695200,0,"Sunday",0.02,0,76,62,68,"6",2023
"650",2023-06-12,1394575,1,"Monday",0.18,0,76,65,69,"6",2023
"651",2023-06-13,1500122,1,"Tuesday",0,0,80,64,70,"6",2023
"652",2023-06-14,1434687,1,"Wednesday",0.24,0,72,61,67,"6",2023
"653",2023-06-15,1475300,1,"Thursday",0,0,80,61,69,"6",2023
"654",2023-06-16,1300751,1,"Friday",0.2,0,78,61,69,"6",2023
"655",2023-06-17,872453,0,"Saturday",0,0,81,60,68,"6",2023
"656",2023-06-18,707615,0,"Sunday",0,0,82,64,71,"6",2023
"657",2023-06-19,1075747,0,"Monday",0,0,77,63,69,"6",2023
"658",2023-06-20,1434258,1,"Tuesday",0,0,75,61,67,"6",2023
"659",2023-06-21,1430476,1,"Wednesday",0,0,72,60,65,"6",2023
"660",2023-06-22,1367709,1,"Thursday",0,0,73,58,65,"6",2023
"661",2023-06-23,1282954,1,"Friday",0,0,70,63,66,"6",2023
"662",2023-06-24,844674,0,"Saturday",0.03,0,76,66,69,"6",2023
"663",2023-06-25,689020,0,"Sunday",0,0,83,65,72,"6",2023
"664",2023-06-26,1314743,1,"Monday",0.01,0,81,68,72,"6",2023
"665",2023-06-27,1391914,0,"Tuesday",0.02,0,78,66,71,"6",2023
"666",2023-06-28,1305832,0,"Wednesday",0.17,0,83,67,72,"6",2023
"667",2023-06-29,1307649,0,"Thursday",0,0,82,65,73,"6",2023
"668",2023-06-30,1248822,0,"Friday",0,0,83,67,73,"6",2023
"669",2023-07-01,859295,0,"Saturday",0,0,80,65,72,"7",2023
"670",2023-07-02,668297,0,"Sunday",0.47,0,84,69,74,"7",2023
"671",2023-07-03,1117930,0,"Monday",0.18,0,87,73,78,"7",2023
"672",2023-07-04,631937,0,"Tuesday",0.14,0,82,72,76,"7",2023
"673",2023-07-05,1296583,0,"Wednesday",0,0,88,70,78,"7",2023
"674",2023-07-06,1333630,0,"Thursday",0,0,84,71,77,"7",2023
"675",2023-07-07,1273900,0,"Friday",0,0,84,74,78,"7",2023
"676",2023-07-08,867047,0,"Saturday",0,0,84,73,78,"7",2023
"677",2023-07-09,651953,0,"Sunday",0.53,0,81,74,77,"7",2023
"678",2023-07-10,1307297,0,"Monday",0,0,87,71,78,"7",2023
"679",2023-07-11,1381701,0,"Tuesday",0,0,86,70,79,"7",2023
"680",2023-07-12,1383484,0,"Wednesday",0,0,90,72,81,"7",2023
"681",2023-07-13,1359302,0,"Thursday",0,0,85,72,79,"7",2023
"682",2023-07-14,1231624,0,"Friday",0.12,0,84,71,77,"7",2023
"683",2023-07-15,889709,0,"Saturday",0,0,86,72,78,"7",2023
"684",2023-07-16,583645,0,"Sunday",0.45,0,81,74,77,"7",2023
"685",2023-07-17,1310810,0,"Monday",0,0,88,74,78,"7",2023
"686",2023-07-18,1313665,0,"Tuesday",1.39,0,83,70,77,"7",2023
"687",2023-07-19,1342781,0,"Wednesday",0.12,0,78,70,74,"7",2023
"688",2023-07-20,1333607,0,"Thursday",0,0,84,70,76,"7",2023
"689",2023-07-21,1211839,0,"Friday",0.04,0,83,73,77,"7",2023
"690",2023-07-22,894490,0,"Saturday",0,0,86,70,78,"7",2023
"691",2023-07-23,723774,0,"Sunday",0,0,86,68,77,"7",2023
"692",2023-07-24,1302964,0,"Monday",0,0,83,71,77,"7",2023
"693",2023-07-25,1307716,0,"Tuesday",0.24,0,84,69,76,"7",2023
"694",2023-07-26,1382345,0,"Wednesday",0,0,84,68,75,"7",2023
"695",2023-07-27,1313385,0,"Thursday",0.02,0,92,73,80,"7",2023
"696",2023-07-28,1246295,0,"Friday",0.04,0,91,76,83,"7",2023
"697",2023-07-29,856921,0,"Saturday",0.64,0,90,70,81,"7",2023
"698",2023-07-30,705279,0,"Sunday",0,0,81,66,74,"7",2023
"699",2023-07-31,1283835,0,"Monday",0,0,83,64,74,"7",2023
"700",2023-08-01,1357252,0,"Tuesday",0,0,81,66,73,"8",2023
"701",2023-08-02,1359233,0,"Wednesday",0,0,78,62,71,"8",2023
"702",2023-08-03,1350472,0,"Thursday",0,0,78,63,71,"8",2023
"703",2023-08-04,1241122,0,"Friday",0,0,76,70,72,"8",2023
"704",2023-08-05,879423,0,"Saturday",0,0,84,69,76,"8",2023
"705",2023-08-06,715130,0,"Sunday",0,0,81,67,76,"8",2023
"706",2023-08-07,1208443,0,"Monday",0.83,0,79,68,74,"8",2023
"707",2023-08-08,1339073,0,"Tuesday",0.03,0,82,71,74,"8",2023
"708",2023-08-09,1369095,0,"Wednesday",0,0,87,69,77,"8",2023
"709",2023-08-10,1262073,0,"Thursday",0.66,0,78,69,74,"8",2023
"710",2023-08-11,1275618,0,"Friday",0,0,86,67,74,"8",2023
"711",2023-08-12,844749,0,"Saturday",0.15,0,81,66,75,"8",2023
"712",2023-08-13,690541,0,"Sunday",0.63,0,89,68,77,"8",2023
"713",2023-08-14,1246445,0,"Monday",0,0,83,69,77,"8",2023
"714",2023-08-15,1273782,0,"Tuesday",0.33,0,81,71,76,"8",2023
"715",2023-08-16,1300953,0,"Wednesday",0.4,0,81,69,74,"8",2023
"716",2023-08-17,1275993,0,"Thursday",0,0,76,71,73,"8",2023
"717",2023-08-18,1208502,0,"Friday",0.31,0,83,68,75,"8",2023
"718",2023-08-19,856814,0,"Saturday",0,0,79,63,71,"8",2023
"719",2023-08-20,689829,0,"Sunday",0,0,82,63,74,"8",2023
"720",2023-08-21,1199440,0,"Monday",0,0,88,70,78,"8",2023
"721",2023-08-22,1263459,0,"Tuesday",0,0,79,66,75,"8",2023
"722",2023-08-23,1272485,0,"Wednesday",0,0,77,63,70,"8",2023
"723",2023-08-24,1201155,0,"Thursday",0.02,0,73,68,70,"8",2023
"724",2023-08-25,1143010,0,"Friday",0.41,0,77,70,72,"8",2023
"725",2023-08-26,844428,0,"Saturday",0.11,0,86,69,75,"8",2023
"726",2023-08-27,702984,0,"Sunday",0,0,83,68,74,"8",2023
"727",2023-08-28,1240688,0,"Monday",0,0,74,67,71,"8",2023
"728",2023-08-29,1284953,0,"Tuesday",0,0,81,67,72,"8",2023
"729",2023-08-30,1267435,0,"Wednesday",0.13,0,85,68,75,"8",2023
"730",2023-08-31,1315113,0,"Thursday",0,0,77,63,71,"8",2023
"731",2023-09-01,1225370,0,"Friday",0,0,76,59,67,"9",2023
"732",2023-09-02,842591,0,"Saturday",0,0,75,60,67,"9",2023
"733",2023-09-03,692079,0,"Sunday",0,0,90,65,74,"9",2023
"734",2023-09-04,686326,0,"Monday",0,0,89,70,79,"9",2023
"735",2023-09-05,1349438,0,"Tuesday",0,0,93,74,82,"9",2023
"736",2023-09-06,1395521,0,"Wednesday",0,0,93,74,82,"9",2023
"737",2023-09-07,1441437,0,"Thursday",0,0,92,73,81,"9",2023
"738",2023-09-08,1365283,1,"Friday",0.01,0,86,73,78,"9",2023
"739",2023-09-09,840378,0,"Saturday",0,0,84,73,78,"9",2023
"740",2023-09-10,626222,0,"Sunday",1.11,0,80,69,74,"9",2023
"741",2023-09-11,1400268,1,"Monday",0.4,0,82,70,75,"9",2023
"742",2023-09-12,1519571,1,"Tuesday",0,0,81,69,73,"9",2023
"743",2023-09-13,1482320,1,"Wednesday",0.02,0,79,70,75,"9",2023
"744",2023-09-14,1517040,1,"Thursday",0,0,80,63,72,"9",2023
"745",2023-09-15,1398937,1,"Friday",0,0,71,58,64,"9",2023
"746",2023-09-16,881354,0,"Saturday",0,0,78,61,67,"9",2023
"747",2023-09-17,666392,0,"Sunday",0,0,73,56,68,"9",2023
"748",2023-09-18,1294777,1,"Monday",0.7,0,71,62,67,"9",2023
"749",2023-09-19,1480863,1,"Tuesday",0,0,76,59,66,"9",2023
"750",2023-09-20,1478618,1,"Wednesday",0,0,76,56,67,"9",2023
"751",2023-09-21,1478606,1,"Thursday",0,0,74,57,66,"9",2023
"752",2023-09-22,1403811,1,"Friday",0,0,73,57,64,"9",2023
"753",2023-09-23,682092,0,"Saturday",0.96,0,63,58,61,"9",2023
"754",2023-09-24,562224,0,"Sunday",0.56,0,65,62,63,"9",2023
"755",2023-09-25,1035021,0,"Monday",0.35,0,62,57,61,"9",2023
"756",2023-09-26,1393963,1,"Tuesday",0.01,0,61,53,59,"9",2023
"757",2023-09-27,1463309,1,"Wednesday",0,0,67,51,58,"9",2023
"758",2023-09-28,1433729,1,"Thursday",0.62,0,67,54,59,"9",2023
"759",2023-09-29,1053306,1,"Friday",8.05,0,61,57,59,"9",2023
"760",2023-09-30,789587,0,"Saturday",0.22,0,68,56,60,"9",2023
"761",2023-10-01,669243,0,"Sunday",0,0,77,59,66,"10",2023
"762",2023-10-02,1390842,1,"Monday",0,0,78,61,69,"10",2023
"763",2023-10-03,1471939,1,"Tuesday",0,0,75,56,65,"10",2023
"764",2023-10-04,1467384,1,"Wednesday",0,0,78,61,69,"10",2023
"765",2023-10-05,1457151,1,"Thursday",0,0,74,57,66,"10",2023
"766",2023-10-06,1325428,1,"Friday",0,0,72,64,67,"10",2023
"767",2023-10-07,720734,0,"Saturday",1.88,0,67,54,65,"10",2023
"768",2023-10-08,654443,0,"Sunday",0,0,61,50,56,"10",2023
"769",2023-10-09,1023375,0,"Monday",0,0,62,49,55,"10",2023
"770",2023-10-10,1423532,1,"Tuesday",0,0,64,51,57,"10",2023
"771",2023-10-11,1451764,1,"Wednesday",0,0,69,51,60,"10",2023
"772",2023-10-12,1436967,1,"Thursday",0,0,68,51,60,"10",2023
"773",2023-10-13,1322576,1,"Friday",0,0,65,50,58,"10",2023
"774",2023-10-14,717223,0,"Saturday",0.8,0,55,50,53,"10",2023
"775",2023-10-15,689581,0,"Sunday",0.01,0,62,50,54,"10",2023
"776",2023-10-16,1381665,1,"Monday",0,0,66,47,55,"10",2023
"777",2023-10-17,1439468,1,"Tuesday",0,0,65,49,56,"10",2023
"778",2023-10-18,1440292,1,"Wednesday",0,0,65,50,58,"10",2023
"779",2023-10-19,1440111,1,"Thursday",0,0,64,50,57,"10",2023
"780",2023-10-20,1232782,1,"Friday",0.67,0,64,60,61,"10",2023
"781",2023-10-21,793917,0,"Saturday",0.12,0,66,57,61,"10",2023
"782",2023-10-22,678536,0,"Sunday",0,0,61,47,56,"10",2023
"783",2023-10-23,1375311,1,"Monday",0,0,62,44,53,"10",2023
"784",2023-10-24,1431006,1,"Tuesday",0,0,63,43,53,"10",2023
"785",2023-10-25,1443766,1,"Wednesday",0,0,70,49,58,"10",2023
"786",2023-10-26,1431016,1,"Thursday",0,0,74,52,61,"10",2023
"787",2023-10-27,1348576,1,"Friday",0,0,71,55,62,"10",2023
"788",2023-10-28,874941,0,"Saturday",0,0,81,58,68,"10",2023
"789",2023-10-29,589929,0,"Sunday",0.17,0,64,52,59,"10",2023
"790",2023-10-30,1314380,1,"Monday",0.4,0,62,50,57,"10",2023
"791",2023-10-31,1334020,1,"Tuesday",0,0,53,45,50,"10",2023
"792",2023-11-01,1369637,1,"Wednesday",0.02,0,50,38,46,"11",2023
"793",2023-11-02,1380510,1,"Thursday",0,0,50,34,42,"11",2023
"794",2023-11-03,1307247,1,"Friday",0,0,55,39,47,"11",2023
"795",2023-11-04,832986,0,"Saturday",0,0,58,44,51,"11",2023
"796",2023-11-05,614666,0,"Sunday",0,0,65,43,54,"11",2023
"797",2023-11-06,1349481,1,"Monday",0,0,56,43,50,"11",2023
"798",2023-11-07,1270763,0,"Tuesday",0.01,0,63,53,57,"11",2023
"799",2023-11-08,1401268,1,"Wednesday",0,0,53,40,50,"11",2023
"800",2023-11-09,1376822,1,"Thursday",0,0,59,38,49,"11",2023
"801",2023-11-10,1250528,1,"Friday",0,0,53,42,50,"11",2023
"802",2023-11-11,817146,0,"Saturday",0,0,56,39,47,"11",2023
"803",2023-11-12,642431,0,"Sunday",0,0,46,35,41,"11",2023
"804",2023-11-13,1320693,1,"Monday",0,0,48,31,39,"11",2023
"805",2023-11-14,1382768,1,"Tuesday",0,0,55,39,47,"11",2023
"806",2023-11-15,1389217,1,"Wednesday",0,0,50,34,44,"11",2023
"807",2023-11-16,1391273,1,"Thursday",0,0,62,41,51,"11",2023
"808",2023-11-17,1303240,1,"Friday",0,0,63,43,54,"11",2023
"809",2023-11-18,831053,0,"Saturday",0,0,59,40,54,"11",2023
"810",2023-11-19,657965,0,"Sunday",0,0,55,38,46,"11",2023
"811",2023-11-20,1300978,1,"Monday",0,0,46,34,42,"11",2023
"812",2023-11-21,1254277,1,"Tuesday",0.46,0,48,32,39,"11",2023
"813",2023-11-22,1160847,1,"Wednesday",0.74,0,59,48,52,"11",2023
"814",2023-11-23,471662,0,"Thursday",0,0,53,45,49,"11",2023
"815",2023-11-24,807221,0,"Friday",0,0,52,32,47,"11",2023
"816",2023-11-25,696466,0,"Saturday",0,0,41,27,35,"11",2023
"817",2023-11-26,566395,0,"Sunday",0.34,0,55,29,38,"11",2023
"818",2023-11-27,1253990,1,"Monday",0.02,0,55,37,49,"11",2023
"819",2023-11-28,1279327,1,"Tuesday",0,0,41,31,37,"11",2023
"820",2023-11-29,1268990,1,"Wednesday",0,0,36,26,32,"11",2023
"821",2023-11-30,1340370,1,"Thursday",0,0,49,32,39,"11",2023
"822",2023-12-01,1226677,1,"Friday",0.55,0,48,35,44,"12",2023
"823",2023-12-02,826725,0,"Saturday",0,0,52,45,47,"12",2023
"824",2023-12-03,553618,0,"Sunday",0.74,0,50,44,48,"12",2023
"825",2023-12-04,1312507,1,"Monday",0,0,52,42,47,"12",2023
"826",2023-12-05,1346216,1,"Tuesday",0,0,44,37,42,"12",2023
"827",2023-12-06,1350594,1,"Wednesday",0,0,42,33,38,"12",2023
"828",2023-12-07,1314833,1,"Thursday",0,0,39,31,35,"12",2023
"829",2023-12-08,1261796,1,"Friday",0,0,48,30,39,"12",2023
"830",2023-12-09,828894,0,"Saturday",0,0,55,35,46,"12",2023
"831",2023-12-10,539117,0,"Sunday",2.38,0,57,43,51,"12",2023
"832",2023-12-11,1213923,1,"Monday",0.59,0,53,36,45,"12",2023
"833",2023-12-12,1309303,1,"Tuesday",0,0,43,33,39,"12",2023
"834",2023-12-13,1314167,1,"Wednesday",0,0,46,36,41,"12",2023
"835",2023-12-14,1296909,1,"Thursday",0,0,47,31,36,"12",2023
"836",2023-12-15,1246465,1,"Friday",0,0,56,34,43,"12",2023
"837",2023-12-16,814457,0,"Saturday",0,0,55,38,47,"12",2023
"838",2023-12-17,569005,0,"Sunday",0.12,0,56,47,49,"12",2023
"839",2023-12-18,1082334,1,"Monday",1.47,0,59,42,54,"12",2023
"840",2023-12-19,1275002,1,"Tuesday",0,0,44,32,41,"12",2023
"841",2023-12-20,1245547,1,"Wednesday",0,0,44,29,35,"12",2023
"842",2023-12-21,1200899,1,"Thursday",0,0,42,29,37,"12",2023
"843",2023-12-22,1110555,1,"Friday",0,0,40,25,31,"12",2023
"844",2023-12-23,708808,0,"Saturday",0,0,43,28,35,"12",2023
"845",2023-12-24,549448,0,"Sunday",0.02,0,48,40,42,"12",2023
"846",2023-12-25,381879,0,"Monday",0,0,49,39,44,"12",2023
"847",2023-12-26,906670,0,"Tuesday",0,0,45,39,43,"12",2023
"848",2023-12-27,955890,0,"Wednesday",0.19,0,49,40,43,"12",2023
"849",2023-12-28,969231,0,"Thursday",1.55,0,54,47,50,"12",2023
"850",2023-12-29,1007697,0,"Friday",0.02,0,53,45,49,"12",2023
"851",2023-12-30,720564,0,"Saturday",0,0,47,38,44,"12",2023
"852",2023-12-31,548344,0,"Sunday",0,0,43,38,41,"12",2023
"853",2024-01-01,455965,0,"Monday",0,0,47,35,42,"1",2024
"854",2024-01-02,1091104,1,"Tuesday",0,0,42,28,36,"1",2024
"855",2024-01-03,1212761,1,"Wednesday",0,0,45,33,39,"1",2024
"856",2024-01-04,1242971,1,"Thursday",0,0,46,28,40,"1",2024
"857",2024-01-05,1185046,1,"Friday",0,0,38,26,31,"1",2024
"858",2024-01-06,684686,0,"Saturday",0.54,0.1,39,27,33,"1",2024
"859",2024-01-07,502518,0,"Sunday",0.28,0,39,35,37,"1",2024
"860",2024-01-08,1226783,1,"Monday",0,0,45,32,39,"1",2024
"861",2024-01-09,1135694,1,"Tuesday",1.59,0,54,28,37,"1",2024
"862",2024-01-10,1248493,1,"Wednesday",0.28,0,54,43,50,"1",2024
"863",2024-01-11,1293940,1,"Thursday",0,0,46,39,44,"1",2024
"864",2024-01-12,1228696,1,"Friday",0.06,0,48,34,42,"1",2024
"865",2024-01-13,755670,0,"Saturday",1.13,0,56,35,49,"1",2024
"866",2024-01-14,588809,0,"Sunday",0,0,44,26,37,"1",2024
"867",2024-01-15,783032,0,"Monday",0.06,0.7,29,23,27,"1",2024
"868",2024-01-16,1078860,1,"Tuesday",0.36,1.3,32,22,28,"1",2024
"869",2024-01-17,1193111,1,"Wednesday",0,0,24,18,22,"1",2024
"870",2024-01-18,1235693,1,"Thursday",0,0,33,22,26,"1",2024
"871",2024-01-19,1109408,1,"Friday",0.01,0.3,33,25,30,"1",2024
"872",2024-01-20,677335,0,"Saturday",0,0,26,18,23,"1",2024
"873",2024-01-21,548497,0,"Sunday",0,0,32,19,23,"1",2024
"874",2024-01-22,1210644,1,"Monday",0,0,36,22,28,"1",2024
"875",2024-01-23,1264199,1,"Tuesday",0.01,0,40,32,36,"1",2024
"876",2024-01-24,1247798,1,"Wednesday",0.09,0,45,36,39,"1",2024
"877",2024-01-25,1256481,1,"Thursday",0.27,0,55,43,47,"1",2024
"878",2024-01-26,1193175,1,"Friday",0.21,0,46,41,45,"1",2024
"879",2024-01-27,801262,0,"Saturday",0,0,48,41,43,"1",2024
"880",2024-01-28,535857,0,"Sunday",0.92,0,41,37,40,"1",2024
"881",2024-01-29,1211703,1,"Monday",0.03,0,40,35,37,"1",2024
"882",2024-01-30,1284597,1,"Tuesday",0,0,38,34,36,"1",2024
"883",2024-01-31,1325692,1,"Wednesday",0,0,39,34,36,"1",2024
"884",2024-02-01,1337508,1,"Thursday",0,0,44,32,38,"2",2024
"885",2024-02-02,1239617,1,"Friday",0.19,0,42,37,41,"2",2024
"886",2024-02-03,808103,0,"Saturday",0,0,43,32,37,"2",2024
"887",2024-02-04,626299,0,"Sunday",0,0,46,30,37,"2",2024
"888",2024-02-05,1297578,1,"Monday",0,0,45,30,37,"2",2024
"889",2024-02-06,1346868,1,"Tuesday",0,0,42,27,34,"2",2024
"890",2024-02-07,1341486,1,"Wednesday",0,0,48,29,37,"2",2024
"891",2024-02-08,1350925,1,"Thursday",0,0,48,32,40,"2",2024
"892",2024-02-09,1268268,1,"Friday",0,0,49,38,43,"2",2024
"893",2024-02-10,795892,0,"Saturday",0,0,55,36,44,"2",2024
"894",2024-02-11,628400,0,"Sunday",0,0,51,43,48,"2",2024
"895",2024-02-12,1254403,1,"Monday",0,0,46,36,42,"2",2024
"896",2024-02-13,724893,1,"Tuesday",0.65,4.2,39,32,36,"2",2024
"897",2024-02-14,1282121,1,"Wednesday",0,0,38,28,34,"2",2024
"898",2024-02-15,1305830,1,"Thursday",0,0,36,26,31,"2",2024
"899",2024-02-16,1225865,1,"Friday",0,0,43,34,38,"2",2024
"900",2024-02-17,680638,0,"Saturday",0.33,6.2,36,26,33,"2",2024
"901",2024-02-18,604537,0,"Sunday",0,0,40,25,30,"2",2024
"902",2024-02-19,842548,0,"Monday",0,0,41,29,36,"2",2024
"903",2024-02-20,1201850,0,"Tuesday",0,0,36,25,31,"2",2024
"904",2024-02-21,1222440,0,"Wednesday",0,0,39,24,32,"2",2024
"905",2024-02-22,1212903,0,"Thursday",0.05,0,41,33,37,"2",2024
"906",2024-02-23,1126271,0,"Friday",0.05,0,48,40,43,"2",2024
"907",2024-02-24,788962,0,"Saturday",0,0,45,28,42,"2",2024
"908",2024-02-25,608010,0,"Sunday",0,0,36,21,30,"2",2024
"909",2024-02-26,1275320,1,"Monday",0,0,48,32,38,"2",2024
"910",2024-02-27,1332209,1,"Tuesday",0.33,0,52,34,43,"2",2024
"911",2024-02-28,1290829,1,"Wednesday",0.08,0,56,44,48,"2",2024
"912",2024-02-29,1334777,1,"Thursday",0,0,44,31,39,"2",2024
"913",2024-03-01,1276428,1,"Friday",0,0,41,28,35,"3",2024
"914",2024-03-02,689029,0,"Saturday",1.45,0,53,41,44,"3",2024
"915",2024-03-03,686787,0,"Sunday",0,0,68,47,53,"3",2024
"916",2024-03-04,1319592,1,"Monday",0,0,55,42,50,"3",2024
"917",2024-03-05,1263377,1,"Tuesday",0.42,0,48,42,44,"3",2024
"918",2024-03-06,1273337,1,"Wednesday",1.88,0,51,45,46,"3",2024
"919",2024-03-07,1334827,1,"Thursday",0.15,0,55,44,50,"3",2024
"920",2024-03-08,1291469,1,"Friday",0,0,66,39,45,"3",2024
"921",2024-03-09,747405,0,"Saturday",1.7,0,49,40,42,"3",2024
"922",2024-03-10,630566,0,"Sunday",0.03,0,53,37,46,"3",2024
"923",2024-03-11,1270081,1,"Monday",0,0,53,35,43,"3",2024
"924",2024-03-12,1370319,1,"Tuesday",0,0,67,41,52,"3",2024
"925",2024-03-13,1377062,1,"Wednesday",0,0,57,41,51,"3",2024
"926",2024-03-14,1368263,1,"Thursday",0,0,66,41,50,"3",2024
"927",2024-03-15,1275542,1,"Friday",0,0,72,49,58,"3",2024
"928",2024-03-16,838318,0,"Saturday",0,0,55,43,51,"3",2024
"929",2024-03-17,625861,0,"Sunday",0,0,63,47,53,"3",2024
"930",2024-03-18,1296423,1,"Monday",0,0,53,38,49,"3",2024
"931",2024-03-19,1336910,1,"Tuesday",0,0,48,35,41,"3",2024
"932",2024-03-20,1334002,1,"Wednesday",0.03,0,53,34,45,"3",2024
