"","Date","Bus_ridership","School","Day_of_week","PRCP","SNOW","TMAX","TMIN","TAVG","Month","Year"
"933",2024-03-21,1317112,1,"Thursday",0,0,44,30,37,"3",2024
"934",2024-03-22,1251225,1,"Friday",0,0,41,28,34,"3",2024
"935",2024-03-23,587004,0,"Saturday",3.13,0,52,35,45,"3",2024
"936",2024-03-24,653413,0,"Sunday",0,0,46,31,38,"3",2024
"937",2024-03-25,1281676,1,"Monday",0,0,52,34,41,"3",2024
"938",2024-03-26,1355991,1,"Tuesday",0,0,49,38,43,"3",2024
"939",2024-03-27,1342695,1,"Wednesday",0.11,0,50,40,44,"3",2024
"940",2024-03-28,1223847,1,"Thursday",0.96,0,49,44,47,"3",2024
"941",2024-03-29,1096254,0,"Friday",0,0,57,42,47,"3",2024
"942",2024-03-30,801723,0,"Saturday",0.02,0,61,41,48,"3",2024
"943",2024-03-31,606411,0,"Sunday",0,0,62,45,54,"3",2024
"944",2024-04-01,1168598,0,"Monday",0.01,0,53,44,51,"4",2024
"945",2024-04-02,1247638,1,"Tuesday",1.02,0,48,42,46,"4",2024
"946",2024-04-03,1162660,1,"Wednesday",1.22,0,45,41,43,"4",2024
"947",2024-04-04,1339531,1,"Thursday",0.21,0,52,37,43,"4",2024
"948",2024-04-05,1263607,1,"Friday",0,0,50,38,44,"4",2024
"949",2024-04-06,822825,0,"Saturday",0,0,55,42,46,"4",2024
"950",2024-04-07,651153,0,"Sunday",0,0,58,41,48,"4",2024
"951",2024-04-08,1258402,1,"Monday",0,0,63,40,49,"4",2024
"952",2024-04-09,1366571,1,"Tuesday",0,0,69,45,56,"4",2024
"953",2024-04-10,1245909,1,"Wednesday",0,0,69,50,54,"4",2024
"954",2024-04-11,1315916,1,"Thursday",0.05,0,59,50,53,"4",2024
"955",2024-04-12,1240823,1,"Friday",0.2,0,63,53,56,"4",2024
"956",2024-04-13,824356,0,"Saturday",0,0,55,47,53,"4",2024
"957",2024-04-14,664358,0,"Sunday",0.01,0,65,43,54,"4",2024
"958",2024-04-15,1319005,1,"Monday",0,0,77,52,62,"4",2024
"959",2024-04-16,1370151,1,"Tuesday",0,0,72,50,61,"4",2024
"960",2024-04-17,1347870,1,"Wednesday",0.06,0,57,46,53,"4",2024
"961",2024-04-18,1303010,1,"Thursday",0.12,0,49,45,48,"4",2024
"962",2024-04-19,1278086,1,"Friday",0,0,55,44,48,"4",2024
"963",2024-04-20,830016,0,"Saturday",0.17,0,67,47,53,"4",2024
"964",2024-04-21,651681,0,"Sunday",0,0,53,41,49,"4",2024
"965",2024-04-22,1146285,0,"Monday",0,0,62,42,51,"4",2024
"966",2024-04-23,1176798,0,"Tuesday",0,0,57,41,50,"4",2024
"967",2024-04-24,1180243,0,"Wednesday",0.02,0,68,49,55,"4",2024
"968",2024-04-25,1191480,0,"Thursday",0,0,53,42,50,"4",2024
"969",2024-04-26,1143792,0,"Friday",0,0,55,37,47,"4",2024
"970",2024-04-27,801494,0,"Saturday",0,0,56,42,49,"4",2024
"971",2024-04-28,649572,0,"Sunday",0.03,0,68,50,56,"4",2024
"972",2024-04-29,1161990,0,"Monday",0,0,82,58,67,"4",2024
"973",2024-04-30,1193514,0,"Tuesday",0,0,67,52,60,"4",2024
"974",2024-05-01,1350660,1,"Wednesday",0,0,71,51,58,"5",2024
"975",2024-05-02,1349838,1,"Thursday",0,0,66,50,56,"5",2024
"976",2024-05-03,1285012,1,"Friday",0,0,63,49,58,"5",2024
"977",2024-05-04,849249,0,"Saturday",0,0,61,48,53,"5",2024
"978",2024-05-05,578132,0,"Sunday",0.22,0,54,49,51,"5",2024
"979",2024-05-06,1295794,1,"Monday",0.05,0,71,54,59,"5",2024
"980",2024-05-07,1375535,1,"Tuesday",0,0,77,57,65,"5",2024
"981",2024-05-08,1350511,1,"Wednesday",0.06,0,80,58,65,"5",2024
"982",2024-05-09,1354139,1,"Thursday",0,0,71,54,68,"5",2024
"983",2024-05-10,1212090,1,"Friday",0.29,0,55,49,53,"5",2024
"984",2024-05-11,845713,0,"Saturday",0,0,60,47,52,"5",2024
"985",2024-05-12,559614,0,"Sunday",0.05,0,55,49,51,"5",2024
"986",2024-05-13,1264180,1,"Monday",0,0,64,48,54,"5",2024
"987",2024-05-14,1343633,1,"Tuesday",0.01,0,67,53,59,"5",2024
"988",2024-05-15,1288427,1,"Wednesday",0.26,0,66,58,60,"5",2024
"989",2024-05-16,1306481,1,"Thursday",0.07,0,68,59,62,"5",2024
"990",2024-05-17,1270674,1,"Friday",0,0,73,58,65,"5",2024
"991",2024-05-18,792454,0,"Saturday",0.03,0,71,59,63,"5",2024
"992",2024-05-19,657256,0,"Sunday",0,0,74,53,63,"5",2024
"993",2024-05-20,1291703,1,"Monday",0,0,68,53,60,"5",2024
"994",2024-05-21,1349876,1,"Tuesday",0,0,72,56,63,"5",2024
"995",2024-05-22,1357841,1,"Wednesday",0,0,76,60,67,"5",2024
"996",2024-05-23,1275297,1,"Thursday",0.55,0,79,62,68,"5",2024
"997",2024-05-24,1243655,1,"Friday",0,0,85,59,73,"5",2024
"998",2024-05-25,805680,0,"Saturday",0,0,77,60,69,"5",2024
"999",2024-05-26,652393,0,"Sunday",0,0,76,63,67,"5",2024
"1000",2024-05-27,594031,0,"Monday",0.58,0,76,65,68,"5",2024
"1001",2024-05-28,1300611,1,"Tuesday",0,0,82,63,72,"5",2024
"1002",2024-05-29,1309889,1,"Wednesday",0.31,0,76,62,70,"5",2024
"1003",2024-05-30,1301028,1,"Thursday",0.14,0,73,58,65,"5",2024
"1004",2024-05-31,1257526,1,"Friday",0,0,78,60,68,"5",2024
"1005",2024-06-01,848601,0,"Saturday",0,0,82,62,72,"6",2024
"1006",2024-06-02,651637,0,"Sunday",0,0,79,62,71,"6",2024
"1007",2024-06-03,1294956,1,"Monday",0.02,0,84,66,74,"6",2024
"1008",2024-06-04,1327963,1,"Tuesday",0,0,78,64,70,"6",2024
"1009",2024-06-05,1338427,1,"Wednesday",0.04,0,78,63,70,"6",2024
"1010",2024-06-06,1207899,1,"Thursday",0.58,0,84,69,74,"6",2024
"1011",2024-06-07,1254339,1,"Friday",0,0,83,67,76,"6",2024
"1012",2024-06-08,842779,0,"Saturday",0,0,81,65,73,"6",2024
"1013",2024-06-09,680981,0,"Sunday",0,0,78,65,71,"6",2024
"1014",2024-06-10,1355986,1,"Monday",0,0,77,63,70,"6",2024
"1015",2024-06-11,1390440,1,"Tuesday",0,0,72,60,67,"6",2024
"1016",2024-06-12,1355294,1,"Wednesday",0,0,74,62,68,"6",2024
"1017",2024-06-13,1310210,1,"Thursday",0,0,78,63,70,"6",2024
"1018",2024-06-14,1212740,1,"Friday",0.85,0,78,66,72,"6",2024
"1019",2024-06-15,851502,0,"Saturday",0,0,83,65,73,"6",2024
"1020",2024-06-16,653946,0,"Sunday",0,0,80,63,70,"6",2024
"1021",2024-06-17,1172762,1,"Monday",0,0,80,64,71,"6",2024
"1022",2024-06-18,1314338,1,"Tuesday",0,0,80,69,74,"6",2024
"1023",2024-06-19,1068172,0,"Wednesday",0,0,82,67,74,"6",2024
"1024",2024-06-20,1275626,1,"Thursday",0,0,84,68,75,"6",2024
"1025",2024-06-21,1191812,1,"Friday",0,0,91,68,78,"6",2024
"1026",2024-06-22,793674,0,"Saturday",0.04,0,87,72,78,"6",2024
"1027",2024-06-23,648887,0,"Sunday",0,0,85,70,76,"6",2024
"1028",2024-06-24,1227231,1,"Monday",0,0,85,69,77,"6",2024
"1029",2024-06-25,1269567,1,"Tuesday",0,0,91,71,79,"6",2024
"1030",2024-06-26,1267408,1,"Wednesday",0.26,0,84,68,75,"6",2024
"1031",2024-06-27,1214263,0,"Thursday",0.57,0,87,70,76,"6",2024
"1032",2024-06-28,1141168,0,"Friday",0,0,80,63,71,"6",2024
"1033",2024-06-29,780229,0,"Saturday",0.02,0,80,64,71,"6",2024
"1034",2024-06-30,583751,0,"Sunday",0.57,0,83,70,73,"6",2024
"1035",2024-07-01,1156904,0,"Monday",0,0,82,64,74,"7",2024
"1036",2024-07-02,1216755,0,"Tuesday",0,0,82,65,74,"7",2024
"1037",2024-07-03,1198766,0,"Wednesday",0,0,80,64,72,"7",2024
"1038",2024-07-04,643119,0,"Thursday",0.07,0,82,68,73,"7",2024
"1039",2024-07-05,1001854,0,"Friday",0.03,0,83,71,76,"7",2024
"1040",2024-07-06,758425,0,"Saturday",0.01,0,81,70,75,"7",2024
"1041",2024-07-07,642652,0,"Sunday",0,0,87,73,80,"7",2024
"1042",2024-07-08,1176713,0,"Monday",0,0,88,72,80,"7",2024
"1043",2024-07-09,1236657,0,"Tuesday",0,0,82,72,76,"7",2024
"1044",2024-07-10,1252733,0,"Wednesday",0,0,84,74,78,"7",2024
"1045",2024-07-11,1233678,0,"Thursday",0.01,0,88,72,79,"7",2024
"1046",2024-07-12,1120310,0,"Friday",0.13,0,82,72,77,"7",2024
"1047",2024-07-13,743154,0,"Saturday",0.75,0,82,72,76,"7",2024
"1048",2024-07-14,633752,0,"Sunday",0,0,86,75,80,"7",2024
"1049",2024-07-15,1160722,0,"Monday",0.3,0,84,72,78,"7",2024
"1050",2024-07-16,1209152,0,"Tuesday",0,0,89,78,83,"7",2024
"1051",2024-07-17,1210515,0,"Wednesday",0.73,0,83,74,81,"7",2024
"1052",2024-07-18,1218605,0,"Thursday",0,0,86,72,78,"7",2024
"1053",2024-07-19,1207102,0,"Friday",0,0,86,68,76,"7",2024
"1054",2024-07-20,803868,0,"Saturday",0,0,80,68,75,"7",2024
"1055",2024-07-21,659004,0,"Sunday",0,0,86,72,78,"7",2024
"1056",2024-07-22,1168226,0,"Monday",0.05,0,82,72,77,"7",2024
"1057",2024-07-23,1211237,0,"Tuesday",0.02,0,85,73,77,"7",2024
"1058",2024-07-24,1220410,0,"Wednesday",0,0,83,75,78,"7",2024
"1059",2024-07-25,1220056,0,"Thursday",0,0,87,75,79,"7",2024
"1060",2024-07-26,1154709,0,"Friday",0,0,86,68,77,"7",2024
"1061",2024-07-27,809660,0,"Saturday",0,0,85,69,78,"7",2024
"1062",2024-07-28,645704,0,"Sunday",0,0,89,71,78,"7",2024
"1063",2024-07-29,1147023,0,"Monday",0.05,0,85,68,76,"7",2024
"1064",2024-07-30,1228387,0,"Tuesday",0,0,84,72,78,"7",2024
"1065",2024-07-31,1213507,0,"Wednesday",0,0,91,75,79,"7",2024
"1066",2024-08-01,1208275,0,"Thursday",0,0,93,75,83,"8",2024
"1067",2024-08-02,1111340,0,"Friday",0.18,0,91,75,83,"8",2024
"1068",2024-08-03,741482,0,"Saturday",1.28,0,88,74,81,"8",2024
"1069",2024-08-04,588249,0,"Sunday",0.18,0,81,72,76,"8",2024
"1070",2024-08-05,1154644,0,"Monday",0,0,89,72,80,"8",2024
"1071",2024-08-06,1130325,0,"Tuesday",0.83,0,87,72,80,"8",2024
"1072",2024-08-07,1117450,0,"Wednesday",0.06,0,73,66,70,"8",2024
"1073",2024-08-08,1108956,0,"Thursday",0.28,0,74,66,68,"8",2024
"1074",2024-08-09,1039488,0,"Friday",0.26,0,83,73,76,"8",2024
"1075",2024-08-10,777613,0,"Saturday",0,0,87,74,80,"8",2024
"1076",2024-08-11,614435,0,"Sunday",0,0,82,73,78,"8",2024
"1077",2024-08-12,1106072,0,"Monday",0.01,0,83,64,74,"8",2024
"1078",2024-08-13,1158412,0,"Tuesday",0,0,84,65,74,"8",2024
"1079",2024-08-14,1182980,0,"Wednesday",0,0,88,68,77,"8",2024
"1080",2024-08-15,1182864,0,"Thursday",0,0,88,69,78,"8",2024
"1081",2024-08-16,1123673,0,"Friday",0,0,86,72,78,"8",2024
"1082",2024-08-17,767022,0,"Saturday",0.05,0,80,70,75,"8",2024
"1083",2024-08-18,578595,0,"Sunday",0.61,0,81,71,75,"8",2024
"1084",2024-08-19,1090594,0,"Monday",0.31,0,86,70,76,"8",2024
"1085",2024-08-20,1164259,0,"Tuesday",0,0,76,63,71,"8",2024
"1086",2024-08-21,1159036,0,"Wednesday",0,0,77,58,67,"8",2024
"1087",2024-08-22,1140225,0,"Thursday",0,0,80,61,69,"8",2024
"1088",2024-08-23,1095768,0,"Friday",0,0,83,60,73,"8",2024
"1089",2024-08-24,776019,0,"Saturday",0,0,84,64,74,"8",2024
"1090",2024-08-25,629302,0,"Sunday",0,0,83,67,74,"8",2024
"1091",2024-08-26,1104199,0,"Monday",0.03,0,82,66,74,"8",2024
"1092",2024-08-27,1177841,0,"Tuesday",0,0,84,67,75,"8",2024
"1093",2024-08-28,1203770,0,"Wednesday",0,0,95,72,80,"8",2024
"1094",2024-08-29,1203629,0,"Thursday",0,0,82,70,77,"8",2024
"1095",2024-08-30,1132406,0,"Friday",0.28,0,76,62,70,"8",2024
"1096",2024-08-31,771634,0,"Saturday",0,0,80,69,73,"8",2024
"1097",2024-09-01,658803,0,"Sunday",0,0,82,73,75,"9",2024
"1098",2024-09-02,629636,0,"Monday",0,0,83,64,75,"9",2024
"1099",2024-09-03,1323572,0,"Tuesday",0,0,76,57,67,"9",2024
"1100",2024-09-04,1372412,0,"Wednesday",0,0,77,57,67,"9",2024
"1101",2024-09-05,1434726,0,"Thursday",0,0,78,57,68,"9",2024
"1102",2024-09-06,1397369,0,"Friday",0,0,79,63,69,"9",2024
"1103",2024-09-07,841695,0,"Saturday",0.18,0,75,60,70,"9",2024
"1104",2024-09-08,724969,0,"Sunday",0,0,74,56,64,"9",2024
"1105",2024-09-09,1458059,0,"Monday",0,0,79,57,67,"9",2024
"1106",2024-09-10,1510358,0,"Tuesday",0,0,81,63,71,"9",2024
"1107",2024-09-11,1489570,0,"Wednesday",0,0,78,60,69,"9",2024
"1108",2024-09-12,1515496,0,"Thursday",0,0,78,59,68,"9",2024
"1109",2024-09-13,1442741,1,"Friday",0,0,79,60,69,"9",2024
"1110",2024-09-14,913017,0,"Saturday",0,0,85,63,72,"9",2024
"1111",2024-09-15,705080,0,"Sunday",0,0,81,60,71,"9",2024
"1112",2024-09-16,1473843,0,"Monday",0,0,78,58,67,"9",2024
"1113",2024-09-17,1536675,1,"Tuesday",0,0,81,65,71,"9",2024
"1114",2024-09-18,1539412,1,"Wednesday",0,0,80,67,71,"9",2024
"1115",2024-09-19,1547727,1,"Thursday",0,0,87,69,76,"9",2024
"1116",2024-09-20,1471585,1,"Friday",0,0,84,67,75,"9",2024
"1117",2024-09-21,950423,0,"Saturday",0,0,81,64,71,"9",2024
"1118",2024-09-22,737715,0,"Sunday",0,0,77,62,68,"9",2024
"1119",2024-09-23,1457916,1,"Monday",0.02,0,71,60,65,"9",2024
"1120",2024-09-24,1500066,1,"Tuesday",0,0,71,60,65,"9",2024
"1121",2024-09-25,1487149,1,"Wednesday",0.01,0,69,62,65,"9",2024
"1122",2024-09-26,1467648,1,"Thursday",0.05,0,73,66,69,"9",2024
"1123",2024-09-27,1438524,1,"Friday",0.03,0,73,66,70,"9",2024
"1124",2024-09-28,863284,0,"Saturday",0.18,0,68,62,66,"9",2024
"1125",2024-09-29,664367,0,"Sunday",0.51,0,64,61,62,"9",2024
"1126",2024-09-30,1486507,1,"Monday",0,0,73,61,65,"9",2024
"1127",2024-10-01,1532778,1,"Tuesday",0,0,72,59,64,"10",2024
"1128",2024-10-02,1488562,1,"Wednesday",0,0,69,56,63,"10",2024
"1129",2024-10-03,1305743,1,"Thursday",0,0,73,61,65,"10",2024
"1130",2024-10-04,1285210,1,"Friday",0,0,74,57,65,"10",2024
"1131",2024-10-05,939839,0,"Saturday",0,0,78,60,69,"10",2024
"1132",2024-10-06,726969,0,"Sunday",0,0,70,55,63,"10",2024
"1133",2024-10-07,1463064,1,"Monday",0,0,80,59,69,"10",2024
"1134",2024-10-08,1543660,1,"Tuesday",0,0,69,55,62,"10",2024
"1135",2024-10-09,1545314,1,"Wednesday",0,0,71,54,63,"10",2024
"1136",2024-10-10,1525349,1,"Thursday",0,0,65,45,58,"10",2024
"1137",2024-10-11,1420173,0,"Friday",0,0,72,42,57,"10",2024
"1138",2024-10-12,933363,0,"Saturday",0,0,78,52,67,"10",2024
"1139",2024-10-13,738343,0,"Sunday",0,0,73,53,64,"10",2024
"1140",2024-10-14,1056383,1,"Monday",0,0,71,49,61,"10",2024
"1141",2024-10-15,1476129,1,"Tuesday",0,0,60,46,52,"10",2024
"1142",2024-10-16,1487569,1,"Wednesday",0,0,62,45,53,"10",2024
"1143",2024-10-17,1486892,1,"Thursday",0,0,63,43,53,"10",2024
"1144",2024-10-18,1431124,1,"Friday",0,0,69,48,58,"10",2024
"1145",2024-10-19,927916,0,"Saturday",0,0,67,47,57,"10",2024
"1146",2024-10-20,729797,0,"Sunday",0,0,73,50,60,"10",2024
"1147",2024-10-21,1466673,1,"Monday",0,0,78,51,62,"10",2024
"1148",2024-10-22,1529875,1,"Tuesday",0,0,80,57,68,"10",2024
"1149",2024-10-23,1534969,1,"Wednesday",0,0,72,56,64,"10",2024
"1150",2024-10-24,1497135,1,"Thursday",0,0,72,54,65,"10",2024
"1151",2024-10-25,1512545,1,"Friday",0,0,63,47,56,"10",2024
"1152",2024-10-26,955488,0,"Saturday",0,0,69,52,60,"10",2024
"1153",2024-10-27,737246,0,"Sunday",0,0,60,45,54,"10",2024
"1154",2024-10-28,1460653,1,"Monday",0,0,62,43,53,"10",2024
"1155",2024-10-29,1528993,1,"Tuesday",0.01,0,67,51,58,"10",2024
"1156",2024-10-30,1553250,1,"Wednesday",0,0,73,56,63,"10",2024
